journey_id,train_no,train_name,source_station,destination_station,zone,distance_km,journey_date,year,month,season,scheduled_arrival,actual_arrival,delay_mins,delay_category,delay_reason,platform_no,passengers_count,train_type
JRN1320,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2023-06-21,2023,June,Monsoon,16:15,16:15,0,On Time,No Delay,2,884,Mail
JRN1321,12009,Shatabdi Express,New Delhi,Chandigarh,Northern,248,2024-01-23,2024,January,Winter,07:30,07:32,2,Minor Delay,Late running due to fog,3,745,Superfast
JRN1322,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2022-04-22,2022,April,Summer,10:30,11:31,61,Major Delay,Engine technical issue,6,518,Express
JRN1323,12859,Gitanjali Express,Mumbai CST,Howrah,Central,1968,2022-07-08,2022,July,Monsoon,19:15,22:14,179,Severe Delay,Signal failure due to rain,7,575,Superfast
JRN1324,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2024-03-05,2024,March,Summer,15:00,15:21,21,Minor Delay,Signal failure,6,651,Express
JRN1325,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2024-12-08,2024,December,Winter,21:15,21:47,32,Moderate Delay,Track inspection,4,689,Superfast
JRN1326,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2024-06-04,2024,June,Monsoon,11:15,11:15,0,On Time,No Delay,3,783,Superfast
JRN1327,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2022-08-13,2022,August,Monsoon,18:30,19:54,84,Major Delay,Track waterlogging,2,840,Superfast
JRN1328,12859,Gitanjali Express,Mumbai CST,Howrah,Central,1968,2024-10-28,2024,October,Winter,17:15,17:27,12,Minor Delay,Cold wave speed restriction,2,585,Superfast
JRN1329,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2022-11-10,2022,November,Winter,20:00,20:10,10,Minor Delay,Cold wave speed restriction,7,613,Superfast
JRN1330,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2023-10-09,2023,October,Winter,04:30,05:04,34,Moderate Delay,Cold wave speed restriction,4,585,Superfast
JRN1331,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2023-08-23,2023,August,Monsoon,23:45,02:35,170,Severe Delay,Landslide near track,7,575,Superfast
JRN1332,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2023-01-10,2023,January,Winter,14:45,15:25,40,Moderate Delay,Dense fog signal restriction,2,689,Superfast
JRN1333,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2024-06-16,2024,June,Monsoon,13:45,14:43,58,Moderate Delay,Flood affected route,6,604,Express
JRN1334,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2022-11-23,2022,November,Winter,08:00,08:50,50,Moderate Delay,Dense fog signal restriction,8,811,Superfast
JRN1335,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2024-05-15,2024,May,Summer,12:45,13:18,33,Moderate Delay,Track maintenance,1,745,Superfast
JRN1336,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2024-01-20,2024,January,Winter,06:00,06:41,41,Moderate Delay,Technical snag,2,925,Superfast
JRN1337,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2024-06-24,2024,June,Monsoon,20:00,21:25,85,Major Delay,Landslide near track,3,783,Superfast
JRN1338,12303,Poorva Express,Howrah,New Delhi,Eastern,1531,2024-01-19,2024,January,Winter,13:15,14:07,52,Moderate Delay,Technical snag,7,604,Superfast
JRN1339,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2024-11-08,2024,November,Winter,04:45,05:00,15,Minor Delay,Technical snag,7,717,Superfast
JRN1340,12009,Shatabdi Express,New Delhi,Chandigarh,Northern,248,2024-02-25,2024,February,Winter,08:00,08:00,0,On Time,No Delay,8,708,Superfast
JRN1341,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2023-02-23,2023,February,Winter,22:30,22:30,0,On Time,No Delay,5,643,Express
JRN1342,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2022-11-25,2022,November,Winter,16:00,16:00,0,On Time,No Delay,2,604,Express
JRN1343,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2024-05-19,2024,May,Summer,21:30,22:09,39,Moderate Delay,Engine technical issue,2,779,Mail
JRN1344,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2024-08-26,2024,August,Monsoon,13:30,14:29,59,Moderate Delay,Track waterlogging,1,585,Superfast
JRN1345,18409,Nandan Kanan Express,Howrah,Puri,Eastern,501,2023-06-11,2023,June,Monsoon,09:30,12:23,173,Severe Delay,Signal failure due to rain,1,478,Express
JRN1346,11057,Navjeevan Express,Ahmedabad,Chennai Central,Western,1901,2022-12-09,2022,December,Winter,21:15,22:27,72,Major Delay,Cold wave speed restriction,2,714,Express
JRN1347,12303,Poorva Express,Howrah,New Delhi,Eastern,1531,2022-03-22,2022,March,Summer,21:45,22:31,46,Moderate Delay,Congestion at junction,4,896,Superfast
JRN1348,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2022-11-02,2022,November,Winter,18:30,18:54,24,Minor Delay,Cold wave speed restriction,1,604,Express
JRN1349,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2024-05-15,2024,May,Summer,07:00,07:54,54,Moderate Delay,Congestion at junction,8,934,Superfast
JRN1350,18409,Nandan Kanan Express,Howrah,Puri,Eastern,501,2023-07-02,2023,July,Monsoon,23:30,01:27,117,Major Delay,Heavy rainfall on track,5,769,Express
JRN1351,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2023-09-05,2023,September,Monsoon,13:00,17:00,240,Severe Delay,Landslide near track,5,798,Mail
JRN1352,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2024-10-13,2024,October,Winter,20:30,20:30,0,On Time,No Delay,1,736,Superfast
JRN1353,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2024-04-13,2024,April,Summer,18:15,18:15,0,On Time,No Delay,8,580,Mail
JRN1354,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2024-06-22,2024,June,Monsoon,18:30,18:30,0,On Time,No Delay,1,510,Express
JRN1355,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2024-07-14,2024,July,Monsoon,14:00,15:15,75,Major Delay,Heavy rainfall on track,6,877,Superfast
JRN1356,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2022-11-03,2022,November,Winter,07:00,07:44,44,Moderate Delay,Dense fog signal restriction,6,751,Mail
JRN1357,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2024-01-06,2024,January,Winter,06:30,06:30,0,On Time,No Delay,4,596,Express
JRN1358,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2022-12-21,2022,December,Winter,11:45,11:45,0,On Time,No Delay,8,934,Superfast
JRN1359,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2024-03-23,2024,March,Summer,09:15,10:29,74,Major Delay,Track maintenance,8,651,Express
JRN1360,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2024-09-27,2024,September,Monsoon,07:00,07:00,0,On Time,No Delay,6,698,Superfast
JRN1361,12859,Gitanjali Express,Mumbai CST,Howrah,Central,1968,2024-10-07,2024,October,Winter,18:45,19:02,17,Minor Delay,Technical snag,7,944,Superfast
JRN1362,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2023-11-13,2023,November,Winter,06:15,06:58,43,Moderate Delay,Cold wave speed restriction,8,717,Superfast
JRN1363,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2024-10-10,2024,October,Winter,17:00,17:00,0,On Time,No Delay,6,726,Superfast
JRN1364,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2023-06-06,2023,June,Monsoon,04:15,06:43,148,Severe Delay,Heavy rainfall on track,6,802,Superfast
JRN1365,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2023-11-17,2023,November,Winter,07:15,07:59,44,Moderate Delay,Late running due to fog,6,764,Superfast
JRN1366,12009,Shatabdi Express,New Delhi,Chandigarh,Northern,248,2023-02-08,2023,February,Winter,20:30,20:30,0,On Time,No Delay,1,934,Superfast
JRN1367,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2022-02-13,2022,February,Winter,08:00,08:57,57,Moderate Delay,Cold wave speed restriction,8,745,Express
JRN1368,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2022-01-23,2022,January,Winter,05:30,05:50,20,Minor Delay,Track inspection,5,541,Express
JRN1369,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2022-05-18,2022,May,Summer,23:45,00:14,29,Minor Delay,Late running connecting train,3,660,Superfast
JRN1370,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2022-07-21,2022,July,Monsoon,19:30,20:41,71,Major Delay,Flood affected route,1,471,Express
JRN1371,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2024-01-28,2024,January,Winter,11:45,11:57,12,Minor Delay,Track inspection,1,859,Superfast
JRN1372,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2022-10-07,2022,October,Winter,05:45,05:58,13,Minor Delay,Cold wave speed restriction,1,777,Express
JRN1373,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2023-01-13,2023,January,Winter,20:15,20:15,0,On Time,No Delay,5,659,Express
JRN1374,12245,Duronto Express,Mumbai CST,Howrah,Western,1968,2022-01-19,2022,January,Winter,21:30,22:23,53,Moderate Delay,Cold wave speed restriction,2,821,Superfast
JRN1375,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2024-11-15,2024,November,Winter,06:15,06:15,0,On Time,No Delay,5,792,Superfast
JRN1376,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2024-12-16,2024,December,Winter,17:45,17:56,11,Minor Delay,Cold wave speed restriction,4,811,Superfast
JRN1377,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2024-04-14,2024,April,Summer,10:45,11:31,46,Moderate Delay,Congestion at junction,5,849,Superfast
JRN1378,11057,Navjeevan Express,Ahmedabad,Chennai Central,Western,1901,2024-09-21,2024,September,Monsoon,20:00,20:41,41,Moderate Delay,Landslide near track,3,518,Express
JRN1379,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2023-12-04,2023,December,Winter,14:00,14:19,19,Minor Delay,Dense fog signal restriction,2,745,Express
JRN1380,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2022-03-04,2022,March,Summer,08:45,09:38,53,Moderate Delay,Engine technical issue,2,604,Superfast
JRN1381,12303,Poorva Express,Howrah,New Delhi,Eastern,1531,2023-06-23,2023,June,Monsoon,07:15,10:07,172,Severe Delay,Heavy rainfall on track,3,698,Superfast
JRN1382,18409,Nandan Kanan Express,Howrah,Puri,Eastern,501,2023-10-17,2023,October,Winter,21:00,21:21,21,Minor Delay,Cold wave speed restriction,5,541,Express
JRN1383,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2022-02-12,2022,February,Winter,19:30,19:49,19,Minor Delay,Late running due to fog,6,596,Express
JRN1384,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2022-05-11,2022,May,Summer,09:15,09:40,25,Minor Delay,Congestion at junction,8,708,Superfast
JRN1385,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2024-12-25,2024,December,Winter,12:30,12:49,19,Minor Delay,Track inspection,8,566,Superfast
JRN1386,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2024-02-22,2024,February,Winter,05:45,05:52,7,Minor Delay,Late running due to fog,2,753,Express
JRN1387,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2024-02-23,2024,February,Winter,08:00,08:00,0,On Time,No Delay,7,730,Express
JRN1388,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2024-10-24,2024,October,Winter,05:00,05:15,15,Minor Delay,Track inspection,3,698,Express
JRN1389,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2022-09-19,2022,September,Monsoon,10:30,12:19,109,Major Delay,Landslide near track,8,549,Express
JRN1390,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2022-06-03,2022,June,Monsoon,22:15,00:24,129,Severe Delay,Signal failure due to rain,3,785,Express
JRN1391,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2024-08-05,2024,August,Monsoon,08:30,10:43,133,Severe Delay,Signal failure due to rain,6,811,Superfast
JRN1392,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2023-07-12,2023,July,Monsoon,21:45,22:24,39,Moderate Delay,Heavy rainfall on track,7,613,Superfast
JRN1393,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2022-05-08,2022,May,Summer,15:45,15:53,8,Minor Delay,Track maintenance,2,604,Superfast
JRN1394,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2022-04-04,2022,April,Summer,13:45,13:45,0,On Time,No Delay,7,518,Express
JRN1395,18409,Nandan Kanan Express,Howrah,Puri,Eastern,501,2024-12-18,2024,December,Winter,04:00,04:25,25,Minor Delay,Track inspection,8,745,Express
JRN1396,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2022-11-25,2022,November,Winter,13:15,13:52,37,Moderate Delay,Technical snag,5,944,Superfast
JRN1397,12245,Duronto Express,Mumbai CST,Howrah,Western,1968,2022-07-12,2022,July,Monsoon,12:45,15:25,160,Severe Delay,Flood affected route,7,670,Superfast
JRN1398,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2022-09-14,2022,September,Monsoon,09:00,09:00,0,On Time,No Delay,2,745,Superfast
JRN1399,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2022-05-12,2022,May,Summer,04:00,04:00,0,On Time,No Delay,8,643,Express
JRN1400,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2023-09-11,2023,September,Monsoon,14:45,16:41,116,Major Delay,Landslide near track,7,887,Superfast
JRN1401,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2024-02-27,2024,February,Winter,21:30,21:30,0,On Time,No Delay,1,868,Superfast
JRN1402,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2022-11-27,2022,November,Winter,20:30,21:09,39,Moderate Delay,Dense fog signal restriction,6,502,Express
JRN1403,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2023-10-27,2023,October,Winter,16:30,16:54,24,Minor Delay,Track inspection,6,811,Superfast
JRN1404,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2024-09-13,2024,September,Monsoon,12:45,14:50,125,Severe Delay,Heavy rainfall on track,6,502,Express
JRN1405,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2022-06-23,2022,June,Monsoon,10:00,12:16,136,Severe Delay,Heavy rainfall on track,2,632,Superfast
JRN1406,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2024-12-06,2024,December,Winter,04:30,04:42,12,Minor Delay,Track inspection,1,915,Superfast
JRN1407,12303,Poorva Express,Howrah,New Delhi,Eastern,1531,2023-09-20,2023,September,Monsoon,23:45,23:45,0,On Time,No Delay,2,877,Superfast
JRN1408,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2023-03-17,2023,March,Summer,08:00,08:41,41,Moderate Delay,Track maintenance,1,764,Superfast
JRN1409,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2023-06-15,2023,June,Monsoon,20:30,23:56,206,Severe Delay,Track waterlogging,4,722,Mail
JRN1410,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2024-10-23,2024,October,Winter,06:45,07:34,49,Moderate Delay,Technical snag,3,792,Superfast
JRN1411,12245,Duronto Express,Mumbai CST,Howrah,Western,1968,2022-11-18,2022,November,Winter,08:15,09:02,47,Moderate Delay,Track inspection,2,670,Superfast
JRN1412,12859,Gitanjali Express,Mumbai CST,Howrah,Central,1968,2023-10-02,2023,October,Winter,12:00,12:22,22,Minor Delay,Track inspection,3,802,Superfast
JRN1413,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2024-10-04,2024,October,Winter,18:15,18:24,9,Minor Delay,Cold wave speed restriction,1,667,Express
JRN1414,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2024-06-05,2024,June,Monsoon,17:00,19:48,168,Severe Delay,Heavy rainfall on track,2,714,Express
JRN1415,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2022-07-19,2022,July,Monsoon,08:45,08:45,0,On Time,No Delay,8,675,Mail
JRN1416,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2022-09-14,2022,September,Monsoon,19:30,22:16,166,Severe Delay,Signal failure due to rain,2,830,Superfast
JRN1417,12245,Duronto Express,Mumbai CST,Howrah,Western,1968,2022-10-24,2022,October,Winter,12:15,13:21,66,Major Delay,Technical snag,1,660,Superfast
JRN1418,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2022-07-22,2022,July,Monsoon,10:00,11:30,90,Major Delay,Signal failure due to rain,3,753,Express
JRN1419,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2024-01-21,2024,January,Winter,09:45,09:56,11,Minor Delay,Cold wave speed restriction,8,620,Express
JRN1420,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2024-08-12,2024,August,Monsoon,16:00,16:57,57,Moderate Delay,Signal failure due to rain,1,533,Express
JRN1421,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2023-03-21,2023,March,Summer,14:00,14:18,18,Minor Delay,Late running connecting train,2,594,Superfast
JRN1422,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2022-12-26,2022,December,Winter,08:45,08:45,0,On Time,No Delay,8,868,Superfast
JRN1423,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2024-11-22,2024,November,Winter,21:00,21:32,32,Moderate Delay,Track inspection,4,575,Superfast
JRN1424,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2023-01-10,2023,January,Winter,08:15,08:58,43,Moderate Delay,Cold wave speed restriction,7,566,Superfast
JRN1425,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2023-09-19,2023,September,Monsoon,05:30,07:10,100,Major Delay,Track waterlogging,4,755,Superfast
JRN1426,11057,Navjeevan Express,Ahmedabad,Chennai Central,Western,1901,2023-11-11,2023,November,Winter,12:15,13:05,50,Moderate Delay,Late running due to fog,1,486,Express
JRN1427,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2022-03-26,2022,March,Summer,04:00,04:16,16,Minor Delay,Track maintenance,3,660,Superfast
JRN1428,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2024-06-12,2024,June,Monsoon,16:30,20:20,230,Severe Delay,Signal failure due to rain,4,635,Express
JRN1429,12245,Duronto Express,Mumbai CST,Howrah,Western,1968,2022-11-03,2022,November,Winter,07:45,07:52,7,Minor Delay,Late running due to fog,7,594,Superfast
JRN1430,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2024-12-09,2024,December,Winter,18:15,19:10,55,Moderate Delay,Late running due to fog,6,764,Superfast
JRN1431,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2023-10-14,2023,October,Winter,23:00,23:00,0,On Time,No Delay,3,604,Express
JRN1432,12245,Duronto Express,Mumbai CST,Howrah,Western,1968,2023-08-09,2023,August,Monsoon,08:15,10:58,163,Severe Delay,Signal failure due to rain,4,745,Superfast
JRN1433,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2022-03-23,2022,March,Summer,10:45,12:29,104,Major Delay,Late running connecting train,7,604,Superfast
JRN1434,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2023-07-27,2023,July,Monsoon,05:00,08:21,201,Severe Delay,Track waterlogging,5,753,Express
JRN1435,10101,Konkan Railway,Mumbai CST,Mangalore Central,Konkan,910,2023-12-13,2023,December,Winter,04:30,04:30,0,On Time,No Delay,1,730,Express
JRN1436,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2023-02-12,2023,February,Winter,14:45,15:35,50,Moderate Delay,Technical snag,2,769,Express
JRN1437,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2022-10-16,2022,October,Winter,07:15,07:15,0,On Time,No Delay,7,604,Express
JRN1438,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2022-07-20,2022,July,Monsoon,17:15,18:26,71,Major Delay,Track waterlogging,6,802,Superfast
JRN1439,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2022-12-11,2022,December,Winter,14:45,14:45,0,On Time,No Delay,2,753,Express
JRN1440,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2022-09-25,2022,September,Monsoon,05:45,07:12,87,Major Delay,Heavy rainfall on track,4,846,Mail
JRN1441,11057,Navjeevan Express,Ahmedabad,Chennai Central,Western,1901,2024-03-08,2024,March,Summer,08:15,08:15,0,On Time,No Delay,7,706,Express
JRN1442,12301,Rajdhani Express,New Delhi,Mumbai Central,Northern,1384,2023-03-24,2023,March,Summer,09:15,10:41,86,Major Delay,Track maintenance,8,849,Superfast
JRN1443,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2023-05-01,2023,May,Summer,12:00,12:48,48,Moderate Delay,Engine technical issue,4,792,Superfast
JRN1444,12051,Jan Shatabdi,Chennai Central,Coimbatore,Southern,496,2022-02-07,2022,February,Winter,16:30,16:30,0,On Time,No Delay,8,802,Superfast
JRN1445,12859,Gitanjali Express,Mumbai CST,Howrah,Central,1968,2024-01-18,2024,January,Winter,17:45,17:59,14,Minor Delay,Dense fog signal restriction,1,830,Superfast
JRN1446,12625,Kerala Express,New Delhi,Trivandrum Central,Southern,3054,2024-11-25,2024,November,Winter,07:00,08:08,68,Major Delay,Technical snag,1,510,Express
JRN1447,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2024-07-07,2024,July,Monsoon,10:00,12:25,145,Severe Delay,Landslide near track,2,745,Express
JRN1448,22119,Tejas Express,Mumbai Central,Ahmedabad,Western,491,2022-03-01,2022,March,Summer,23:15,23:38,23,Minor Delay,Engine technical issue,6,717,Superfast
JRN1449,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2024-03-05,2024,March,Summer,20:15,21:25,70,Major Delay,Late running connecting train,4,698,Express
JRN1450,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2024-05-26,2024,May,Summer,09:30,10:33,63,Major Delay,Late running connecting train,6,565,Express
JRN1451,10103,Mangala Express,Mumbai CST,Mangalore Central,Konkan,910,2022-06-09,2022,June,Monsoon,21:15,21:15,0,On Time,No Delay,2,588,Express
JRN1452,22501,Humsafar Express,New Delhi,Lucknow,Northern,512,2023-12-03,2023,December,Winter,10:30,11:18,48,Moderate Delay,Dense fog signal restriction,1,811,Superfast
JRN1453,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2024-08-09,2024,August,Monsoon,09:00,11:43,163,Severe Delay,Signal failure due to rain,1,887,Superfast
JRN1454,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2023-10-08,2023,October,Winter,17:45,17:52,7,Minor Delay,Cold wave speed restriction,8,471,Express
JRN1455,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2022-01-25,2022,January,Winter,07:45,08:06,21,Minor Delay,Track inspection,1,575,Superfast
JRN1456,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2024-12-10,2024,December,Winter,05:00,05:39,39,Moderate Delay,Cold wave speed restriction,6,745,Express
JRN1457,12649,Sampark Kranti,KSR Bangalore,New Delhi,South Western,2444,2023-02-14,2023,February,Winter,05:45,06:49,64,Major Delay,Technical snag,5,698,Superfast
JRN1458,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2023-09-20,2023,September,Monsoon,16:30,18:15,105,Major Delay,Flood affected route,8,859,Superfast
JRN1459,12303,Poorva Express,Howrah,New Delhi,Eastern,1531,2023-03-15,2023,March,Summer,18:45,19:43,58,Moderate Delay,Track maintenance,8,792,Superfast
JRN1460,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2024-08-05,2024,August,Monsoon,23:00,23:54,54,Moderate Delay,Track waterlogging,8,604,Express
JRN1461,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2022-02-04,2022,February,Winter,18:15,18:15,0,On Time,No Delay,8,849,Superfast
JRN1462,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2024-02-19,2024,February,Winter,21:45,21:53,8,Minor Delay,Dense fog signal restriction,6,783,Superfast
JRN1463,11057,Navjeevan Express,Ahmedabad,Chennai Central,Western,1901,2022-06-05,2022,June,Monsoon,09:45,09:45,0,On Time,No Delay,2,628,Express
JRN1464,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2024-12-11,2024,December,Winter,09:30,10:17,47,Moderate Delay,Cold wave speed restriction,3,502,Express
JRN1465,12007,Intercity Express,KSR Bangalore,Mysore Jn,South Western,139,2023-06-17,2023,June,Monsoon,13:30,16:07,157,Severe Delay,Flood affected route,8,486,Express
JRN1466,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2023-08-05,2023,August,Monsoon,09:45,10:34,49,Moderate Delay,Signal failure due to rain,1,868,Superfast
JRN1467,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2023-09-02,2023,September,Monsoon,04:30,04:30,0,On Time,No Delay,3,830,Superfast
JRN1468,12245,Duronto Express,Mumbai CST,Howrah,Western,1968,2022-02-25,2022,February,Winter,15:15,15:28,13,Minor Delay,Technical snag,2,849,Superfast
JRN1469,12415,Pink City Express,New Delhi,Jaipur Jn,Northern,308,2023-08-28,2023,August,Monsoon,21:45,23:55,130,Severe Delay,Landslide near track,4,541,Express
JRN1470,12621,Tamil Nadu Express,New Delhi,Chennai Central,Southern,2175,2024-10-27,2024,October,Winter,15:45,16:13,28,Minor Delay,Track inspection,2,689,Superfast
JRN1471,12311,Howrah Mail,Howrah,New Delhi,Eastern,1442,2023-01-11,2023,January,Winter,16:15,17:15,60,Moderate Delay,Late running due to fog,1,570,Mail
JRN1472,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2022-05-07,2022,May,Summer,06:00,06:37,37,Moderate Delay,Late running connecting train,8,604,Superfast
JRN1473,12903,Golden Temple Mail,Mumbai Central,Amritsar Jn,Northern,1930,2024-04-03,2024,April,Summer,16:00,18:39,159,Severe Delay,Track maintenance,5,931,Mail
JRN1474,12203,Garib Rath,New Delhi,Patna Jn,Eastern,1001,2024-04-23,2024,April,Summer,20:15,20:47,32,Moderate Delay,Congestion at junction,7,596,Express
JRN1475,12953,August Kranti,Mumbai Central,New Delhi,Western,1384,2023-11-06,2023,November,Winter,14:30,14:30,0,On Time,No Delay,1,689,Superfast
JRN1476,22435,Vande Bharat,New Delhi,Varanasi Jn,Northern,821,2023-11-12,2023,November,Winter,12:30,13:42,72,Major Delay,Late running due to fog,4,623,Superfast
JRN1477,12123,Deccan Queen,Mumbai CST,Pune Jn,Central,192,2023-04-15,2023,April,Summer,16:45,17:29,44,Moderate Delay,Late running connecting train,8,660,Superfast
JRN1478,12841,Coromandel Express,Howrah,Chennai Central,Eastern,1663,2023-11-23,2023,November,Winter,19:15,20:01,46,Moderate Delay,Technical snag,1,755,Superfast
JRN1479,12007,Mysore Express,Chennai Central,Mysore Jn,Southern,497,2022-05-17,2022,May,Summer,10:45,11:04,19,Minor Delay,Congestion at junction,4,580,Express
